,index,Unnamed: 0,name,nameLabel,education,educationLabel,countryLabel,isTrue,Questions,Statements,Group
511,5965,6157,Q108954,Lucia Puttrich,Q317053,University of Giessen,Germany,1,Did Lucia Puttrich attend University of Giessen?,Lucia Puttrich attended University of Giessen.,213
512,5973,6165,Q109023,Björn Böhning,Q1622183,University of Applied Sciences Bochum,Germany,0,Did Björn Böhning attend University of Applied Sciences Bochum?,Björn Böhning attended University of Applied Sciences Bochum.,214
513,5971,6163,Q109023,Björn Böhning,Q153006,Free University Berlin,Germany,1,Did Björn Böhning attend Free University Berlin?,Björn Böhning attended Free University Berlin.,214
514,5980,6172,Q109029,Albrecht Schröter,Q19259589,Archäologisches Institut,Germany,0,Did Albrecht Schröter attend Archäologisches Institut?,Albrecht Schröter attended Archäologisches Institut.,215
515,5977,6169,Q109029,Albrecht Schröter,Q32120,University of Halle-Wittenberg,Germany,1,Did Albrecht Schröter attend University of Halle-Wittenberg?,Albrecht Schröter attended University of Halle-Wittenberg.,215
516,5984,6177,Q109147,Patrick Allen,Q5024150,Calvary University,United States of America,0,Did Patrick Allen attend Calvary University?,Patrick Allen attended Calvary University.,216
517,5985,6178,Q109147,Patrick Allen,Q64495117,International Education Corporation,United States of America,0,Did Patrick Allen attend International Education Corporation?,Patrick Allen attended International Education Corporation.,216
518,5982,6175,Q109147,Patrick Allen,Q13371,Harvard University,United States of America,1,Did Patrick Allen attend Harvard University?,Patrick Allen attended Harvard University.,216
519,5983,6176,Q109147,Patrick Allen,Q109176,Andrews University,United States of America,1,Did Patrick Allen attend Andrews University?,Patrick Allen attended Andrews University.,216
520,5994,6187,Q109168,Sylvia Bretschneider,Q1262602,Duale Hochschule Baden-Württemberg Heidenheim,Germany,0,Did Sylvia Bretschneider attend Duale Hochschule Baden-Württemberg Heidenheim?,Sylvia Bretschneider attended Duale Hochschule Baden-Württemberg Heidenheim.,217
521,5989,6182,Q109168,Sylvia Bretschneider,Q154804,Leipzig University,Germany,1,Did Sylvia Bretschneider attend Leipzig University?,Sylvia Bretschneider attended Leipzig University.,217
522,5999,6192,Q109309,Agnieszka Brugger,Q1714370,Theologische Fakultät Trier,Germany,0,Did Agnieszka Brugger attend Theologische Fakultät Trier?,Agnieszka Brugger attended Theologische Fakultät Trier.,218
523,5995,6188,Q109309,Agnieszka Brugger,Q153978,University of Tübingen,Germany,1,Did Agnieszka Brugger attend University of Tübingen?,Agnieszka Brugger attended University of Tübingen.,218
524,6005,6198,Q109362,Niels Annen,Q1622183,University of Applied Sciences Bochum,Germany,0,Did Niels Annen attend University of Applied Sciences Bochum?,Niels Annen attended University of Applied Sciences Bochum.,219
525,6007,6200,Q109362,Niels Annen,Q2109625,Priesterseminar Würzburg,Germany,0,Did Niels Annen attend Priesterseminar Würzburg?,Niels Annen attended Priesterseminar Würzburg.,219
526,6002,6195,Q109362,Niels Annen,Q156725,University of Hamburg,Germany,1,Did Niels Annen attend University of Hamburg?,Niels Annen attended University of Hamburg.,219
527,6001,6194,Q109362,Niels Annen,Q152087,Humboldt University of Berlin,Germany,1,Did Niels Annen attend Humboldt University of Berlin?,Niels Annen attended Humboldt University of Berlin.,219
528,6009,6202,Q109375,Oliver Wittke,Q319333,University of Hildesheim,Germany,0,Did Oliver Wittke attend University of Hildesheim?,Oliver Wittke attended University of Hildesheim.,220
529,6008,6201,Q109375,Oliver Wittke,Q309948,Ruhr University Bochum,Germany,1,Did Oliver Wittke attend Ruhr University Bochum?,Oliver Wittke attended Ruhr University Bochum.,220
530,6019,6212,Q109427,Silke Lautenschläger,Q554425,FH Münster,Germany,0,Did Silke Lautenschläger attend FH Münster?,Silke Lautenschläger attended FH Münster.,221
531,6014,6207,Q109427,Silke Lautenschläger,Q161982,Johannes Gutenberg University Mainz,Germany,1,Did Silke Lautenschläger attend Johannes Gutenberg University Mainz?,Silke Lautenschläger attended Johannes Gutenberg University Mainz.,221
532,6024,6217,Q109433,Doris Ahnen,Q885105,Theological College Wuppertal/Bethel,Germany,0,Did Doris Ahnen attend Theological College Wuppertal/Bethel?,Doris Ahnen attended Theological College Wuppertal/Bethel.,222
533,6020,6213,Q109433,Doris Ahnen,Q161982,Johannes Gutenberg University Mainz,Germany,1,Did Doris Ahnen attend Johannes Gutenberg University Mainz?,Doris Ahnen attended Johannes Gutenberg University Mainz.,222
534,28767,29396,Q1094831,"Claire Tyler, Baroness Tyler of Enfield",Q837164,Newcastle University,United Kingdom,0,"Did Claire Tyler, Baroness Tyler of Enfield attend Newcastle University?","Claire Tyler, Baroness Tyler of Enfield attended Newcastle University.",223
535,28762,29391,Q1094831,"Claire Tyler, Baroness Tyler of Enfield",Q76473,University of Southampton,United Kingdom,1,"Did Claire Tyler, Baroness Tyler of Enfield attend University of Southampton?","Claire Tyler, Baroness Tyler of Enfield attended University of Southampton.",223
536,6125,6321,Q109521,Ingrid Arndt-Brauer,Q283099,Bundeswehr University Munich,Germany,0,Did Ingrid Arndt-Brauer attend Bundeswehr University Munich?,Ingrid Arndt-Brauer attended Bundeswehr University Munich.,224
537,6121,6317,Q109521,Ingrid Arndt-Brauer,Q155354,University of Marburg,Germany,1,Did Ingrid Arndt-Brauer attend University of Marburg?,Ingrid Arndt-Brauer attended University of Marburg.,224
538,6128,6324,Q109550,Dieter Salomon,Q16320336,Medizinische Hochschule Brandenburg Theodor Fontane,Germany,0,Did Dieter Salomon attend Medizinische Hochschule Brandenburg Theodor Fontane?,Dieter Salomon attended Medizinische Hochschule Brandenburg Theodor Fontane.,225
539,6127,6323,Q109550,Dieter Salomon,Q153987,University of Freiburg,Germany,1,Did Dieter Salomon attend University of Freiburg?,Dieter Salomon attended University of Freiburg.,225
540,6137,6333,Q109560,Kai Gehring,Q20828998,Cusanus Hochschule,Germany,0,Did Kai Gehring attend Cusanus Hochschule?,Kai Gehring attended Cusanus Hochschule.,226
541,6133,6329,Q109560,Kai Gehring,Q309948,Ruhr University Bochum,Germany,1,Did Kai Gehring attend Ruhr University Bochum?,Kai Gehring attended Ruhr University Bochum.,226
542,27396,27998,Q1096496,Claude Bartolone,Q461340,"Paris Observatory, PSL University",France,0,"Did Claude Bartolone attend Paris Observatory, PSL University?","Claude Bartolone attended Paris Observatory, PSL University.",227
543,27393,27993,Q1096496,Claude Bartolone,Q1144549,Pierre and Marie Curie University,France,1,Did Claude Bartolone attend Pierre and Marie Curie University?,Claude Bartolone attended Pierre and Marie Curie University.,227
544,27403,28005,Q1097007,Claude Moraes,Q935290,"University of Wales, Newport",United Kingdom,0,"Did Claude Moraes attend University of Wales, Newport?","Claude Moraes attended University of Wales, Newport.",228
545,27399,28001,Q1097007,Claude Moraes,Q458393,Durham University,United Kingdom,0,Did Claude Moraes attend Durham University?,Claude Moraes attended Durham University.,228
546,27398,28000,Q1097007,Claude Moraes,Q1249005,University of Dundee,United Kingdom,1,Did Claude Moraes attend University of Dundee?,Claude Moraes attended University of Dundee.,228
547,27397,27999,Q1097007,Claude Moraes,Q174570,London School of Economics and Political Science,United Kingdom,1,Did Claude Moraes attend London School of Economics and Political Science?,Claude Moraes attended London School of Economics and Political Science.,228
548,27406,28008,Q1097069,Carina Mejías Sánchez,Q4116998,Saint Louis University Madrid Campus,Spain,0,Did Carina Mejías Sánchez attend Saint Louis University Madrid Campus?,Carina Mejías Sánchez attended Saint Louis University Madrid Campus.,229
549,27407,28009,Q1097069,Carina Mejías Sánchez,Q54933112,Studium Generale of Alcala,Spain,0,Did Carina Mejías Sánchez attend Studium Generale of Alcala?,Carina Mejías Sánchez attended Studium Generale of Alcala.,229
550,27405,28007,Q1097069,Carina Mejías Sánchez,Q3326342,Abat Oliba CEU University,Spain,1,Did Carina Mejías Sánchez attend Abat Oliba CEU University?,Carina Mejías Sánchez attended Abat Oliba CEU University.,229
551,27404,28006,Q1097069,Carina Mejías Sánchez,Q219615,University of Barcelona,Spain,1,Did Carina Mejías Sánchez attend University of Barcelona?,Carina Mejías Sánchez attended University of Barcelona.,229
552,27415,28017,Q1097318,Claudia Bandion-Ortner,Q682739,Johannes Kepler University Linz,Austria,0,Did Claudia Bandion-Ortner attend Johannes Kepler University Linz?,Claudia Bandion-Ortner attended Johannes Kepler University Linz.,230
553,27411,28013,Q1097318,Claudia Bandion-Ortner,Q622683,University of Graz,Austria,1,Did Claudia Bandion-Ortner attend University of Graz?,Claudia Bandion-Ortner attended University of Graz.,230
554,27418,28020,Q1097340,Claudia Bernhard,Q1318081,Hochschule Niederrhein,Germany,0,Did Claudia Bernhard attend Hochschule Niederrhein?,Claudia Bernhard attended Hochschule Niederrhein.,231
555,27417,28019,Q1097340,Claudia Bernhard,Q616905,University of Augsburg,Germany,1,Did Claudia Bernhard attend University of Augsburg?,Claudia Bernhard attended University of Augsburg.,231
556,27427,28030,Q1097394,Claudia Dalbert,Q15852343,VWA Hochschule,Germany,0,Did Claudia Dalbert attend VWA Hochschule?,Claudia Dalbert attended VWA Hochschule.,232
557,27422,28025,Q1097394,Claudia Dalbert,Q702486,Trier University,Germany,1,Did Claudia Dalbert attend Trier University?,Claudia Dalbert attended Trier University.,232
558,27430,28033,Q1097772,Claudia Schmidt,Q622683,University of Graz,Austria,0,Did Claudia Schmidt attend University of Graz?,Claudia Schmidt attended University of Graz.,233
559,27428,28031,Q1097772,Claudia Schmidt,Q165980,University of Vienna,Austria,1,Did Claudia Schmidt attend University of Vienna?,Claudia Schmidt attended University of Vienna.,233
560,27436,28039,Q1097805,Claudia Stamm,Q448324,Hochschule für Musik Karlsruhe,Germany,0,Did Claudia Stamm attend Hochschule für Musik Karlsruhe?,Claudia Stamm attended Hochschule für Musik Karlsruhe.,234
561,27437,28040,Q1097805,Claudia Stamm,Q5413406,EU Business School,Spain,0,Did Claudia Stamm attend EU Business School?,Claudia Stamm attended EU Business School.,234
562,27434,28037,Q1097805,Claudia Stamm,Q54096,University of Cologne,Germany,1,Did Claudia Stamm attend University of Cologne?,Claudia Stamm attended University of Cologne.,234
563,27435,28038,Q1097805,Claudia Stamm,Q308963,University of Salamanca,Spain,1,Did Claudia Stamm attend University of Salamanca?,Claudia Stamm attended University of Salamanca.,234
564,6141,6338,Q109791,Dieter Engels,Q500692,University of Bremen,Germany,0,Did Dieter Engels attend University of Bremen?,Dieter Engels attended University of Bremen.,235
565,6138,6335,Q109791,Dieter Engels,Q152171,University of Bonn,Germany,1,Did Dieter Engels attend University of Bonn?,Dieter Engels attended University of Bonn.,235
566,6149,6346,Q109801,Roland Riese,Q819312,Bergakademie Berlin,Germany,0,Did Roland Riese attend Bergakademie Berlin?,Roland Riese attended Bergakademie Berlin.,236
567,6144,6341,Q109801,Roland Riese,Q687017,FernUniversität in Hagen,Germany,1,Did Roland Riese attend FernUniversität in Hagen?,Roland Riese attended FernUniversität in Hagen.,236
568,6155,6352,Q109811,Norbert Barthle,Q55021,Hochschule für Musik und Tanz Köln,Germany,0,Did Norbert Barthle attend Hochschule für Musik und Tanz Köln?,Norbert Barthle attended Hochschule für Musik und Tanz Köln.,237
569,6150,6347,Q109811,Norbert Barthle,Q153978,University of Tübingen,Germany,1,Did Norbert Barthle attend University of Tübingen?,Norbert Barthle attended University of Tübingen.,237
570,6161,6358,Q109925,Michael Theurer,Q1024571,YMCA University of Applied Sciences,Germany,0,Did Michael Theurer attend YMCA University of Applied Sciences?,Michael Theurer attended YMCA University of Applied Sciences.,238
571,6156,6353,Q109925,Michael Theurer,Q153978,University of Tübingen,Germany,1,Did Michael Theurer attend University of Tübingen?,Michael Theurer attended University of Tübingen.,238
572,6165,6362,Q109933,Martin Zeil,Q27973252,Duale Hochschule Gera-Eisenach,Germany,0,Did Martin Zeil attend Duale Hochschule Gera-Eisenach?,Martin Zeil attended Duale Hochschule Gera-Eisenach.,239
573,6162,6359,Q109933,Martin Zeil,Q55044,Ludwig Maximilian University of Munich,Germany,1,Did Martin Zeil attend Ludwig Maximilian University of Munich?,Martin Zeil attended Ludwig Maximilian University of Munich.,239
574,6170,6367,Q109936,Andreas Pinkwart,Q700824,Hochschule für Musik und Theater Hamburg,Germany,0,Did Andreas Pinkwart attend Hochschule für Musik und Theater Hamburg?,Andreas Pinkwart attended Hochschule für Musik und Theater Hamburg.,240
575,6171,6368,Q109936,Andreas Pinkwart,Q248702,Hochschule für Gestaltung Schwäbisch Gmünd,Germany,0,Did Andreas Pinkwart attend Hochschule für Gestaltung Schwäbisch Gmünd?,Andreas Pinkwart attended Hochschule für Gestaltung Schwäbisch Gmünd.,240
576,6168,6365,Q109936,Andreas Pinkwart,Q152171,University of Bonn,Germany,1,Did Andreas Pinkwart attend University of Bonn?,Andreas Pinkwart attended University of Bonn.,240
577,6169,6366,Q109936,Andreas Pinkwart,Q168426,University of Münster,Germany,1,Did Andreas Pinkwart attend University of Münster?,Andreas Pinkwart attended University of Münster.,240
578,6182,6379,Q109943,Robert Habeck,Q2207696,SRH Hochschule for Health Gera,Germany,0,Did Robert Habeck attend SRH Hochschule for Health Gera?,Robert Habeck attended SRH Hochschule for Health Gera.,241
579,6181,6378,Q109943,Robert Habeck,Q1109239,Collegium Liborianum,Germany,0,Did Robert Habeck attend Collegium Liborianum?,Robert Habeck attended Collegium Liborianum.,241
580,6179,6376,Q109943,Robert Habeck,Q1622076,Ansbach University of Applied Sciences,Germany,0,Did Robert Habeck attend Ansbach University of Applied Sciences?,Robert Habeck attended Ansbach University of Applied Sciences.,241
581,6175,6372,Q109943,Robert Habeck,Q1542386,Roskilde University,Denmark,1,Did Robert Habeck attend Roskilde University?,Robert Habeck attended Roskilde University.,241
582,6176,6373,Q109943,Robert Habeck,Q153987,University of Freiburg,Germany,1,Did Robert Habeck attend University of Freiburg?,Robert Habeck attended University of Freiburg.,241
583,6177,6374,Q109943,Robert Habeck,Q156725,University of Hamburg,Germany,1,Did Robert Habeck attend University of Hamburg?,Robert Habeck attended University of Hamburg.,241
584,6184,6381,Q109979,Simone Peter,Q1622083,Bonn-Rhein-Sieg University of Applied Sciences,Germany,0,Did Simone Peter attend Bonn-Rhein-Sieg University of Applied Sciences?,Simone Peter attended Bonn-Rhein-Sieg University of Applied Sciences.,242
585,6183,6380,Q109979,Simone Peter,Q700758,Saarland University,Germany,1,Did Simone Peter attend Saarland University?,Simone Peter attended Saarland University.,242
586,27564,28169,Q1099976,Clemens Hoch,Q1380222,Protestant College for Church Music in Halle,Germany,0,Did Clemens Hoch attend Protestant College for Church Music in Halle?,Clemens Hoch attended Protestant College for Church Music in Halle.,243
587,27562,28167,Q1099976,Clemens Hoch,Q152171,University of Bonn,Germany,1,Did Clemens Hoch attend University of Bonn?,Clemens Hoch attended University of Bonn.,243
588,6193,6391,Q110020,Elke Hoff,Q1509323,Saxon Police Force School,Germany,0,Did Elke Hoff attend Saxon Police Force School?,Elke Hoff attended Saxon Police Force School.,244
589,6189,6386,Q110020,Elke Hoff,Q50662,Goethe University Frankfurt,Germany,1,Did Elke Hoff attend Goethe University Frankfurt?,Elke Hoff attended Goethe University Frankfurt.,244
590,27572,28177,Q1100237,Rosmah Mansor,Q12506040,Indonesian Postal of Polytechnic,Indonesia,0,Did Rosmah Mansor attend Indonesian Postal of Polytechnic?,Rosmah Mansor attended Indonesian Postal of Polytechnic.,245
591,27573,28178,Q1100237,Rosmah Mansor,Q12523352,Universitas Islam Syekh Yusuf Tangerang,Indonesia,0,Did Rosmah Mansor attend Universitas Islam Syekh Yusuf Tangerang?,Rosmah Mansor attended Universitas Islam Syekh Yusuf Tangerang.,245
592,27574,28179,Q1100237,Rosmah Mansor,Q172430,Loyola University New Orleans,United States of America,0,Did Rosmah Mansor attend Loyola University New Orleans?,Rosmah Mansor attended Loyola University New Orleans.,245
593,27569,28174,Q1100237,Rosmah Mansor,Q1145992,Universitas Gadjah Mada,Indonesia,1,Did Rosmah Mansor attend Universitas Gadjah Mada?,Rosmah Mansor attended Universitas Gadjah Mada.,245
594,27568,28173,Q1100237,Rosmah Mansor,Q1142924,University of Malaya,Malaysia,1,Did Rosmah Mansor attend University of Malaya?,Rosmah Mansor attended University of Malaya.,245
595,27570,28175,Q1100237,Rosmah Mansor,Q1521725,Louisiana State University,United States of America,1,Did Rosmah Mansor attend Louisiana State University?,Rosmah Mansor attended Louisiana State University.,245
596,27580,28185,Q1100321,Gorana Zlatković,Q2303102,University of Mostar,Bosnia and Herzegovina,0,Did Gorana Zlatković attend University of Mostar?,Gorana Zlatković attended University of Mostar.,246
597,27576,28181,Q1100321,Gorana Zlatković,Q1587312,University of Banja Luka,Bosnia and Herzegovina,1,Did Gorana Zlatković attend University of Banja Luka?,Gorana Zlatković attended University of Banja Luka.,246
598,27761,28368,Q1100451,Cleo Fields,Q6072051,Irma Lerma Rangel College of Pharmacy,United States of America,0,Did Cleo Fields attend Irma Lerma Rangel College of Pharmacy?,Cleo Fields attended Irma Lerma Rangel College of Pharmacy.,247
599,27756,28363,Q1100451,Cleo Fields,Q627271,Southern University,United States of America,1,Did Cleo Fields attend Southern University?,Cleo Fields attended Southern University.,247
600,27766,28373,Q1100710,Jay Inslee,Q7987649,Western CUNA Management School,United States of America,0,Did Jay Inslee attend Western CUNA Management School?,Jay Inslee attended Western CUNA Management School.,248
601,27767,28374,Q1100710,Jay Inslee,Q5483015,Franciscan School of Theology,United States of America,0,Did Jay Inslee attend Franciscan School of Theology?,Jay Inslee attended Franciscan School of Theology.,248
602,27763,28370,Q1100710,Jay Inslee,Q219563,University of Washington,United States of America,1,Did Jay Inslee attend University of Washington?,Jay Inslee attended University of Washington.,248
603,27762,28369,Q1100710,Jay Inslee,Q41506,Stanford University,United States of America,1,Did Jay Inslee attend Stanford University?,Jay Inslee attended Stanford University.,248
604,27774,28381,Q1100750,Yevgeny Bakulin,Q4163222,Dnipro State Agrarian University,Ukraine,0,Did Yevgeny Bakulin attend Dnipro State Agrarian University?,Yevgeny Bakulin attended Dnipro State Agrarian University.,249
605,27769,28376,Q1100750,Yevgeny Bakulin,Q1960862,East Ukrainian Volodymyr Dahl National University,Ukraine,1,Did Yevgeny Bakulin attend East Ukrainian Volodymyr Dahl National University?,Yevgeny Bakulin attended East Ukrainian Volodymyr Dahl National University.,249
606,27776,28383,Q1101130,David Magradze,Q619600,Tbilisi State Academy of Arts,Georgia,0,Did David Magradze attend Tbilisi State Academy of Arts?,David Magradze attended Tbilisi State Academy of Arts.,250
607,27775,28382,Q1101130,David Magradze,Q37008,Tbilisi State University,Georgia,1,Did David Magradze attend Tbilisi State University?,David Magradze attended Tbilisi State University.,250
608,27785,28393,Q1101395,"Clifton Wrottesley, 6th Baron Wrottesley",Q19600144,Wellcome Institute for the History of Medicine,United Kingdom,0,"Did Clifton Wrottesley, 6th Baron Wrottesley attend Wellcome Institute for the History of Medicine?","Clifton Wrottesley, 6th Baron Wrottesley attended Wellcome Institute for the History of Medicine.",251
609,27780,28388,Q1101395,"Clifton Wrottesley, 6th Baron Wrottesley",Q160302,University of Edinburgh,United Kingdom,1,"Did Clifton Wrottesley, 6th Baron Wrottesley attend University of Edinburgh?","Clifton Wrottesley, 6th Baron Wrottesley attended University of Edinburgh.",251
610,6197,6395,Q110140,Angelika Brunkhorst,Q447354,Clausthal University of Technology,Germany,0,Did Angelika Brunkhorst attend Clausthal University of Technology?,Angelika Brunkhorst attended Clausthal University of Technology.,252
611,6194,6392,Q110140,Angelika Brunkhorst,Q597758,University of Oldenburg,Germany,1,Did Angelika Brunkhorst attend University of Oldenburg?,Angelika Brunkhorst attended University of Oldenburg.,252
612,27791,28399,Q1101641,Isaura Navarro,Q24576,Ramon Llull University,Spain,0,Did Isaura Navarro attend Ramon Llull University?,Isaura Navarro attended Ramon Llull University.,253
613,27786,28394,Q1101641,Isaura Navarro,Q383568,University of Valencia,Spain,1,Did Isaura Navarro attend University of Valencia?,Isaura Navarro attended University of Valencia.,253
614,6203,6401,Q110233,Tigran Sargsyan,Q1467445,Novosibirsk State Technical University,Russia,0,Did Tigran Sargsyan attend Novosibirsk State Technical University?,Tigran Sargsyan attended Novosibirsk State Technical University.,254
615,6205,6403,Q110233,Tigran Sargsyan,Q182118,National Research University of Electronic Technology,Russia,0,Did Tigran Sargsyan attend National Research University of Electronic Technology?,Tigran Sargsyan attended National Research University of Electronic Technology.,254
616,6201,6399,Q110233,Tigran Sargsyan,Q1990472,Armenian State University of Economics,Armenia,1,Did Tigran Sargsyan attend Armenian State University of Economics?,Tigran Sargsyan attended Armenian State University of Economics.,254
617,6200,6398,Q110233,Tigran Sargsyan,Q2165080,Saint Petersburg State University of Economics,Russia,1,Did Tigran Sargsyan attend Saint Petersburg State University of Economics?,Tigran Sargsyan attended Saint Petersburg State University of Economics.,254
618,6211,6409,Q110331,Jörg Vogelsänger,Q569350,University of Television and Film Munich,Germany,0,Did Jörg Vogelsänger attend University of Television and Film Munich?,Jörg Vogelsänger attended University of Television and Film Munich.,255
619,6207,6405,Q110331,Jörg Vogelsänger,Q158158,TU Dresden,Germany,1,Did Jörg Vogelsänger attend TU Dresden?,Jörg Vogelsänger attended TU Dresden.,255
620,27979,28588,Q1103899,Myqerem Tafaj,Q3303491,Kristal University,Albania,0,Did Myqerem Tafaj attend Kristal University?,Myqerem Tafaj attended Kristal University.,256
621,27977,28586,Q1103899,Myqerem Tafaj,Q1738772,Agricultural University of Tirana,Albania,1,Did Myqerem Tafaj attend Agricultural University of Tirana?,Myqerem Tafaj attended Agricultural University of Tirana.,256
622,27984,28593,Q1103939,Clément Sawadogo,Q3551467,Université Ouaga II,Burkina Faso,0,Did Clément Sawadogo attend Université Ouaga II?,Clément Sawadogo attended Université Ouaga II.,257
623,27983,28592,Q1103939,Clément Sawadogo,Q1076606,University Joseph Ki-Zerbo,Burkina Faso,1,Did Clément Sawadogo attend University Joseph Ki-Zerbo?,Clément Sawadogo attended University Joseph Ki-Zerbo.,257
624,27991,28600,Q1104564,Endre Kardeván,Q1103425,Kalazantinum,Hungary,0,Did Endre Kardeván attend Kalazantinum?,Endre Kardeván attended Kalazantinum.,258
625,27995,28604,Q1104564,Endre Kardeván,Q25458186,Medieval university of Pécs,Hungary,0,Did Endre Kardeván attend Medieval university of Pécs?,Endre Kardeván attended Medieval university of Pécs.,258
626,27989,28598,Q1104564,Endre Kardeván,Q1296434,Hungarian University of Agriculture and Life Sciences,Hungary,1,Did Endre Kardeván attend Hungarian University of Agriculture and Life Sciences?,Endre Kardeván attended Hungarian University of Agriculture and Life Sciences.,258
627,27990,28599,Q1104564,Endre Kardeván,Q1469723,University of Veterinary Medicine Budapest,Hungary,1,Did Endre Kardeván attend University of Veterinary Medicine Budapest?,Endre Kardeván attended University of Veterinary Medicine Budapest.,258
628,27997,28606,Q1105049,Gergely Karácsony,Q1467882,Miklós Zrínyi National Defense University,Hungary,0,Did Gergely Karácsony attend Miklós Zrínyi National Defense University?,Gergely Karácsony attended Miklós Zrínyi National Defense University.,259
629,27996,28605,Q1105049,Gergely Karácsony,Q1123379,Károli Gáspár University of the Reformed Church in Hungary,Hungary,1,Did Gergely Karácsony attend Károli Gáspár University of the Reformed Church in Hungary?,Gergely Karácsony attended Károli Gáspár University of the Reformed Church in Hungary.,259
630,28003,28612,Q1106138,Csaba Kelemen,Q30257561,Gál Ferenc University,Hungary,0,Did Csaba Kelemen attend Gál Ferenc University?,Csaba Kelemen attended Gál Ferenc University.,260
631,28002,28611,Q1106138,Csaba Kelemen,Q1303297,University of Theatre and Film Arts,Hungary,1,Did Csaba Kelemen attend University of Theatre and Film Arts?,Csaba Kelemen attended University of Theatre and Film Arts.,260
632,6262,6465,Q110635,Arvydas Sekmokas,Q826358,Lithuanian Sports University,Lithuania,0,Did Arvydas Sekmokas attend Lithuanian Sports University?,Arvydas Sekmokas attended Lithuanian Sports University.,261
633,6261,6464,Q110635,Arvydas Sekmokas,Q658192,Vilnius University,Lithuania,1,Did Arvydas Sekmokas attend Vilnius University?,Arvydas Sekmokas attended Vilnius University.,261
634,6268,6471,Q110674,Frank Szymanski,Q1653042,IB-Hochschule Berlin,Germany,0,Did Frank Szymanski attend IB-Hochschule Berlin?,Frank Szymanski attended IB-Hochschule Berlin.,262
635,6267,6470,Q110674,Frank Szymanski,Q153012,University of Potsdam,Germany,1,Did Frank Szymanski attend University of Potsdam?,Frank Szymanski attended University of Potsdam.,262
636,6276,6479,Q110736,Birgitt Bender,Q153012,University of Potsdam,Germany,0,Did Birgitt Bender attend University of Potsdam?,Birgitt Bender attended University of Potsdam.,263
637,6277,6480,Q110736,Birgitt Bender,Q312578,University of Music and Theatre Leipzig,Germany,0,Did Birgitt Bender attend University of Music and Theatre Leipzig?,Birgitt Bender attended University of Music and Theatre Leipzig.,263
638,6278,6481,Q110736,Birgitt Bender,Q1622189,Hochschule für Katholische Kirchenmusik und Musikpädagogik Regensburg,Germany,0,Did Birgitt Bender attend Hochschule für Katholische Kirchenmusik und Musikpädagogik Regensburg?,Birgitt Bender attended Hochschule für Katholische Kirchenmusik und Musikpädagogik Regensburg.,263
639,6273,6476,Q110736,Birgitt Bender,Q54096,University of Cologne,Germany,1,Did Birgitt Bender attend University of Cologne?,Birgitt Bender attended University of Cologne.,263
640,6274,6477,Q110736,Birgitt Bender,Q503473,University of Geneva,Switzerland,1,Did Birgitt Bender attend University of Geneva?,Birgitt Bender attended University of Geneva.,263
641,6275,6478,Q110736,Birgitt Bender,Q153987,University of Freiburg,Germany,1,Did Birgitt Bender attend University of Freiburg?,Birgitt Bender attended University of Freiburg.,263
642,28009,28619,Q1107728,Szabolcs Kerék-Bárczy,Q192334,University of North Carolina at Chapel Hill,United States of America,0,Did Szabolcs Kerék-Bárczy attend University of North Carolina at Chapel Hill?,Szabolcs Kerék-Bárczy attended University of North Carolina at Chapel Hill.,264
643,28007,28617,Q1107728,Szabolcs Kerék-Bárczy,Q309350,Northwestern University,United States of America,1,Did Szabolcs Kerék-Bárczy attend Northwestern University?,Szabolcs Kerék-Bárczy attended Northwestern University.,264
644,28017,28627,Q1108359,"Colin Boyd, Baron Boyd of Duncansby",Q5025499,Cambridge Programme for Sustainability Leadership,United Kingdom,0,"Did Colin Boyd, Baron Boyd of Duncansby attend Cambridge Programme for Sustainability Leadership?","Colin Boyd, Baron Boyd of Duncansby attended Cambridge Programme for Sustainability Leadership.",265
645,28013,28623,Q1108359,"Colin Boyd, Baron Boyd of Duncansby",Q160302,University of Edinburgh,United Kingdom,1,"Did Colin Boyd, Baron Boyd of Duncansby attend University of Edinburgh?","Colin Boyd, Baron Boyd of Duncansby attended University of Edinburgh.",265
646,6281,6485,Q110864,Markus Blume,Q700758,Saarland University,Germany,0,Did Markus Blume attend Saarland University?,Markus Blume attended Saarland University.,266
647,6280,6484,Q110864,Markus Blume,Q55044,Ludwig Maximilian University of Munich,Germany,1,Did Markus Blume attend Ludwig Maximilian University of Munich?,Markus Blume attended Ludwig Maximilian University of Munich.,266
648,6287,6491,Q110883,Agnes Krumwiede,Q1622125,University of Applied Sciences Ludwigshafen,Germany,0,Did Agnes Krumwiede attend University of Applied Sciences Ludwigshafen?,Agnes Krumwiede attended University of Applied Sciences Ludwigshafen.,267
649,6286,6490,Q110883,Agnes Krumwiede,Q161976,University of Würzburg,Germany,1,Did Agnes Krumwiede attend University of Würzburg?,Agnes Krumwiede attended University of Würzburg.,267
650,4188,4325,Q110890,Birgit Homburger,Q122575751,University of Cooperative Education for Banking,Germany,0,Did Birgit Homburger attend University of Cooperative Education for Banking?,Birgit Homburger attended University of Cooperative Education for Banking.,268
651,4187,4320,Q110890,Birgit Homburger,Q835440,University of Konstanz,Germany,1,Did Birgit Homburger attend University of Konstanz?,Birgit Homburger attended University of Konstanz.,268
652,4190,4327,Q110931,Jürgen Gehb,Q317070,University of Mannheim,Germany,0,Did Jürgen Gehb attend University of Mannheim?,Jürgen Gehb attended University of Mannheim.,269
