,index,Unnamed: 0,name,nameLabel,education,educationLabel,countryLabel,isTrue,Questions,Statements,Group
264,573,596,Q74408,Anja Hajduk,Q156725,University of Hamburg,Germany,1,Did Anja Hajduk attend University of Hamburg?,Anja Hajduk attended University of Hamburg.,93
265,574,597,Q74408,Anja Hajduk,Q436350,University of Duisburg,Duchy of Cleves,1,Did Anja Hajduk attend University of Duisburg?,Anja Hajduk attended University of Duisburg.,93
266,582,605,Q74746,Elvira Nabiullina,Q1017974,Butler University,United States of America,0,Did Elvira Nabiullina attend Butler University?,Elvira Nabiullina attended Butler University.,94
267,583,606,Q74746,Elvira Nabiullina,Q4196666,Ivanovo State University of Chemistry and Technology,Russia,0,Did Elvira Nabiullina attend Ivanovo State University of Chemistry and Technology?,Elvira Nabiullina attended Ivanovo State University of Chemistry and Technology.,94
268,580,603,Q74746,Elvira Nabiullina,Q49112,Yale University,United States of America,1,Did Elvira Nabiullina attend Yale University?,Elvira Nabiullina attended Yale University.,94
269,581,604,Q74746,Elvira Nabiullina,Q13164,Moscow State University,Russia,1,Did Elvira Nabiullina attend Moscow State University?,Elvira Nabiullina attended Moscow State University.,94
270,590,613,Q66144,Hans-Peter Friedrich,Q1622079,University of Applied Sciences Biberach,Germany,0,Did Hans-Peter Friedrich attend University of Applied Sciences Biberach?,Hans-Peter Friedrich attended University of Applied Sciences Biberach.,95
271,591,614,Q66144,Hans-Peter Friedrich,Q16320336,Medizinische Hochschule Brandenburg Theodor Fontane,Germany,0,Did Hans-Peter Friedrich attend Medizinische Hochschule Brandenburg Theodor Fontane?,Hans-Peter Friedrich attended Medizinische Hochschule Brandenburg Theodor Fontane.,95
272,592,615,Q66144,Hans-Peter Friedrich,Q2120222,Pädagogische Hochschule Weingarten,Germany,0,Did Hans-Peter Friedrich attend Pädagogische Hochschule Weingarten?,Hans-Peter Friedrich attended Pädagogische Hochschule Weingarten.,95
273,587,610,Q66144,Hans-Peter Friedrich,Q55044,Ludwig Maximilian University of Munich,Germany,1,Did Hans-Peter Friedrich attend Ludwig Maximilian University of Munich?,Hans-Peter Friedrich attended Ludwig Maximilian University of Munich.,95
274,588,611,Q66144,Hans-Peter Friedrich,Q687017,FernUniversität in Hagen,Germany,1,Did Hans-Peter Friedrich attend FernUniversität in Hagen?,Hans-Peter Friedrich attended FernUniversität in Hagen.,95
275,589,612,Q66144,Hans-Peter Friedrich,Q616905,University of Augsburg,Germany,1,Did Hans-Peter Friedrich attend University of Augsburg?,Hans-Peter Friedrich attended University of Augsburg.,95
276,596,619,Q66364,Frank Schwalba-Hoth,Q896546,University of Applied Sciences Trier,Germany,0,Did Frank Schwalba-Hoth attend University of Applied Sciences Trier?,Frank Schwalba-Hoth attended University of Applied Sciences Trier.,96
277,595,618,Q66364,Frank Schwalba-Hoth,Q155354,University of Marburg,Germany,1,Did Frank Schwalba-Hoth attend University of Marburg?,Frank Schwalba-Hoth attended University of Marburg.,96
278,601,625,Q18448,Osmo Buller,Q917874,Åbo Akademi University,Finland,0,Did Osmo Buller attend Åbo Akademi University?,Osmo Buller attended Åbo Akademi University.,97
279,600,624,Q18448,Osmo Buller,Q1357517,University of Oulu,Finland,1,Did Osmo Buller attend University of Oulu?,Osmo Buller attended University of Oulu.,97
280,610,634,Q18553,Axelle Lemaire,Q3551621,University of Lille,France,0,Did Axelle Lemaire attend University of Lille?,Axelle Lemaire attended University of Lille.,98
281,611,635,Q18553,Axelle Lemaire,Q1516684,University of Kent,United Kingdom,0,Did Axelle Lemaire attend University of Kent?,Axelle Lemaire attended University of Kent.,98
282,612,636,Q18553,Axelle Lemaire,Q3551497,Louis Pasteur University,France,0,Did Axelle Lemaire attend Louis Pasteur University?,Axelle Lemaire attended Louis Pasteur University.,98
283,613,637,Q18553,Axelle Lemaire,Q20669873,University of Toulouse,France,0,Did Axelle Lemaire attend University of Toulouse?,Axelle Lemaire attended University of Toulouse.,98
284,606,630,Q18553,Axelle Lemaire,Q999763,University of Paris 1 Pantheon-Sorbonne,France,1,Did Axelle Lemaire attend University of Paris 1 Pantheon-Sorbonne?,Axelle Lemaire attended University of Paris 1 Pantheon-Sorbonne.,98
285,607,631,Q18553,Axelle Lemaire,Q245247,King's College London,United Kingdom,1,Did Axelle Lemaire attend King's College London?,Axelle Lemaire attended King's College London.,98
286,608,632,Q18553,Axelle Lemaire,Q662976,Panthéon-Assas University,France,1,Did Axelle Lemaire attend Panthéon-Assas University?,Axelle Lemaire attended Panthéon-Assas University.,98
287,609,633,Q18553,Axelle Lemaire,Q859363,Sciences Po,France,1,Did Axelle Lemaire attend Sciences Po?,Axelle Lemaire attended Sciences Po.,98
288,616,640,Q19062,Raed Arafat,Q5556427,Gheorghe Zane University,Romania,0,Did Raed Arafat attend Gheorghe Zane University?,Raed Arafat attended Gheorghe Zane University.,99
289,615,639,Q19062,Raed Arafat,Q1141880,Iuliu Hațieganu University of Medicine and Pharmacy,Romania,1,Did Raed Arafat attend Iuliu Hațieganu University of Medicine and Pharmacy?,Raed Arafat attended Iuliu Hațieganu University of Medicine and Pharmacy.,99
290,622,646,Q19216,Ma Ying-jeou,Q718352,Chung Hua University,Taiwan,0,Did Ma Ying-jeou attend Chung Hua University?,Ma Ying-jeou attended Chung Hua University.,100
291,621,645,Q19216,Ma Ying-jeou,Q32746,National Taiwan University,Taiwan,1,Did Ma Ying-jeou attend National Taiwan University?,Ma Ying-jeou attended National Taiwan University.,100
292,629,653,Q19217,Carrie Lam,Q18161637,North Highland College,United Kingdom,0,Did Carrie Lam attend North Highland College?,Carrie Lam attended North Highland College.,101
293,630,654,Q19217,Carrie Lam,Q1563050,University of Macau,People's Republic of China,0,Did Carrie Lam attend University of Macau?,Carrie Lam attended University of Macau.,101
294,627,651,Q19217,Carrie Lam,Q35794,University of Cambridge,United Kingdom,1,Did Carrie Lam attend University of Cambridge?,Carrie Lam attended University of Cambridge.,101
295,628,652,Q19217,Carrie Lam,Q15568,University of Hong Kong,People's Republic of China,1,Did Carrie Lam attend University of Hong Kong?,Carrie Lam attended University of Hong Kong.,101
296,635,659,Q19220,Henry Tang,Q7571324,Southwest Minnesota State University,United States of America,0,Did Henry Tang attend Southwest Minnesota State University?,Henry Tang attended Southwest Minnesota State University.,102
297,634,658,Q19220,Henry Tang,Q230492,University of Michigan,United States of America,1,Did Henry Tang attend University of Michigan?,Henry Tang attended University of Michigan.,102
298,643,667,Q19225,John Tsang,Q16951582,Mercy University,United States of America,0,Did John Tsang attend Mercy University?,John Tsang attended Mercy University.,103
299,644,668,Q19225,John Tsang,Q1861687,Montana State University,United States of America,0,Did John Tsang attend Montana State University?,John Tsang attended Montana State University.,103
300,645,669,Q19225,John Tsang,Q3445256,Southern New Hampshire University,United States of America,0,Did John Tsang attend Southern New Hampshire University?,John Tsang attended Southern New Hampshire University.,103
301,640,664,Q19225,John Tsang,Q49108,Massachusetts Institute of Technology,United States of America,1,Did John Tsang attend Massachusetts Institute of Technology?,John Tsang attended Massachusetts Institute of Technology.,103
302,641,665,Q19225,John Tsang,Q4135549,Boston State College,United States of America,1,Did John Tsang attend Boston State College?,John Tsang attended Boston State College.,103
303,642,666,Q19225,John Tsang,Q15144,University of Massachusetts Boston,United States of America,1,Did John Tsang attend University of Massachusetts Boston?,John Tsang attended University of Massachusetts Boston.,103
304,650,674,Q19581,Rafael Correa,Q7006629,New College of Interdisciplinary Arts and Sciences,United States of America,0,Did Rafael Correa attend New College of Interdisciplinary Arts and Sciences?,Rafael Correa attended New College of Interdisciplinary Arts and Sciences.,104
305,651,675,Q19581,Rafael Correa,Q1798894,Polytechnic University of Puerto Rico,United States of America,0,Did Rafael Correa attend Polytechnic University of Puerto Rico?,Rafael Correa attended Polytechnic University of Puerto Rico.,104
306,648,672,Q19581,Rafael Correa,Q457281,University of Illinois at Urbana–Champaign,United States of America,1,Did Rafael Correa attend University of Illinois at Urbana–Champaign?,Rafael Correa attended University of Illinois at Urbana–Champaign.,104
307,649,673,Q19581,Rafael Correa,Q378134,Université catholique de Louvain,Belgium,1,Did Rafael Correa attend Université catholique de Louvain?,Rafael Correa attended Université catholique de Louvain.,104
308,656,680,Q19658,Cenk Uygur,Q168756,"University of California, Berkeley",United States of America,0,"Did Cenk Uygur attend University of California, Berkeley?","Cenk Uygur attended University of California, Berkeley.",105
309,655,679,Q19658,Cenk Uygur,Q1329269,The Wharton School,United States of America,1,Did Cenk Uygur attend The Wharton School?,Cenk Uygur attended The Wharton School.,105
310,662,686,Q21001,Moon Jae-in,Q12600846,Seonam University,South Korea,0,Did Moon Jae-in attend Seonam University?,Moon Jae-in attended Seonam University.,106
311,661,685,Q21001,Moon Jae-in,Q496536,Kyung Hee University,South Korea,1,Did Moon Jae-in attend Kyung Hee University?,Moon Jae-in attended Kyung Hee University.,106
312,668,692,Q21759,Winnie Byanyima,Q4836273,BPP University,United Kingdom,0,Did Winnie Byanyima attend BPP University?,Winnie Byanyima attended BPP University.,107
313,667,691,Q21759,Winnie Byanyima,Q181177,Cranfield University,United Kingdom,1,Did Winnie Byanyima attend Cranfield University?,Winnie Byanyima attended Cranfield University.,107
314,675,699,Q22201,Jim DeMint,Q1065809,Florida International University,United States of America,0,Did Jim DeMint attend Florida International University?,Jim DeMint attended Florida International University.,108
315,676,700,Q22201,Jim DeMint,Q16849215,Jackson School of Geosciences,United States of America,0,Did Jim DeMint attend Jackson School of Geosciences?,Jim DeMint attended Jackson School of Geosciences.,108
316,673,697,Q22201,Jim DeMint,Q631066,Clemson University,United States of America,1,Did Jim DeMint attend Clemson University?,Jim DeMint attended Clemson University.,108
317,674,698,Q22201,Jim DeMint,Q1150105,"University of Tennessee, Knoxville",United States of America,1,"Did Jim DeMint attend University of Tennessee, Knoxville?","Jim DeMint attended University of Tennessee, Knoxville.",108
318,681,705,Q22212,Lindsey Graham,Q5470816,Nueta Hidatsa Sahnish College,United States of America,0,Did Lindsey Graham attend Nueta Hidatsa Sahnish College?,Lindsey Graham attended Nueta Hidatsa Sahnish College.,109
319,680,704,Q22212,Lindsey Graham,Q1024426,University of South Carolina,United States of America,1,Did Lindsey Graham attend University of South Carolina?,Lindsey Graham attended University of South Carolina.,109
320,688,712,Q22222,Kirsten Gillibrand,Q3233786,Winona State University,United States of America,0,Did Kirsten Gillibrand attend Winona State University?,Kirsten Gillibrand attended Winona State University.,110
321,689,713,Q22222,Kirsten Gillibrand,Q4922829,Blackfeet Community College,United States of America,0,Did Kirsten Gillibrand attend Blackfeet Community College?,Kirsten Gillibrand attended Blackfeet Community College.,110
322,686,710,Q22222,Kirsten Gillibrand,Q174710,"University of California, Los Angeles",United States of America,1,"Did Kirsten Gillibrand attend University of California, Los Angeles?","Kirsten Gillibrand attended University of California, Los Angeles.",110
323,687,711,Q22222,Kirsten Gillibrand,Q49116,Dartmouth College,United States of America,1,Did Kirsten Gillibrand attend Dartmouth College?,Kirsten Gillibrand attended Dartmouth College.,110
324,694,718,Q22237,Amy Klobuchar,Q1276380,University of St. Francis,United States of America,0,Did Amy Klobuchar attend University of St. Francis?,Amy Klobuchar attended University of St. Francis.,111
325,693,717,Q22237,Amy Klobuchar,Q49112,Yale University,United States of America,1,Did Amy Klobuchar attend Yale University?,Amy Klobuchar attended Yale University.,111
326,701,725,Q22250,Maria Cantwell,Q747053,University of Hartford,United States of America,0,Did Maria Cantwell attend University of Hartford?,Maria Cantwell attended University of Hartford.,112
327,702,726,Q22250,Maria Cantwell,Q7571391,Southwestern Baptist Theological Seminary,United States of America,0,Did Maria Cantwell attend Southwestern Baptist Theological Seminary?,Maria Cantwell attended Southwestern Baptist Theological Seminary.,112
328,699,723,Q22250,Maria Cantwell,Q1075339,Ohio University,United States of America,1,Did Maria Cantwell attend Ohio University?,Maria Cantwell attended Ohio University.,112
329,700,724,Q22250,Maria Cantwell,Q590643,Miami University,United States of America,1,Did Maria Cantwell attend Miami University?,Maria Cantwell attended Miami University.,112
330,708,732,Q22260,Claire McCaskill,Q6689312,Louisiana State University Shreveport,United States of America,0,Did Claire McCaskill attend Louisiana State University Shreveport?,Claire McCaskill attended Louisiana State University Shreveport.,113
331,709,733,Q22260,Claire McCaskill,Q38251806,Williamsburg Technical College,United States of America,0,Did Claire McCaskill attend Williamsburg Technical College?,Claire McCaskill attended Williamsburg Technical College.,113
332,706,730,Q22260,Claire McCaskill,Q333886,Georgetown University,United States of America,1,Did Claire McCaskill attend Georgetown University?,Claire McCaskill attended Georgetown University.,113
333,707,731,Q22260,Claire McCaskill,Q579968,University of Missouri,United States of America,1,Did Claire McCaskill attend University of Missouri?,Claire McCaskill attended University of Missouri.,113
334,714,738,Q22279,Susan Collins,Q14708361,Mayville State University,United States of America,0,Did Susan Collins attend Mayville State University?,Susan Collins attended Mayville State University.,114
335,713,737,Q22279,Susan Collins,Q1411093,St. Lawrence University,United States of America,1,Did Susan Collins attend St. Lawrence University?,Susan Collins attended St. Lawrence University.,114
336,720,744,Q22338,Mary Landrieu,Q1566138,University of Tennessee at Martin,United States of America,0,Did Mary Landrieu attend University of Tennessee at Martin?,Mary Landrieu attended University of Tennessee at Martin.,115
337,719,743,Q22338,Mary Landrieu,Q1521725,Louisiana State University,United States of America,1,Did Mary Landrieu attend Louisiana State University?,Mary Landrieu attended Louisiana State University.,115
338,727,751,Q22354,Kelly Ayotte,Q4863411,"Barrett, The Honors College",United States of America,0,"Did Kelly Ayotte attend Barrett, The Honors College?","Kelly Ayotte attended Barrett, The Honors College.",116
339,728,752,Q22354,Kelly Ayotte,Q7896645,University of Wisconsin–Madison College of Engineering,United States of America,0,Did Kelly Ayotte attend University of Wisconsin–Madison College of Engineering?,Kelly Ayotte attended University of Wisconsin–Madison College of Engineering.,116
340,725,749,Q22354,Kelly Ayotte,Q739627,Pennsylvania State University,United States of America,1,Did Kelly Ayotte attend Pennsylvania State University?,Kelly Ayotte attended Pennsylvania State University.,116
341,726,750,Q22354,Kelly Ayotte,Q1466001,Villanova University,United States of America,1,Did Kelly Ayotte attend Villanova University?,Kelly Ayotte attended Villanova University.,116
342,733,757,Q22360,Lisa Murkowski,Q6806451,Medical University of South Carolina,United States of America,0,Did Lisa Murkowski attend Medical University of South Carolina?,Lisa Murkowski attended Medical University of South Carolina.,117
343,732,756,Q22360,Lisa Murkowski,Q333886,Georgetown University,United States of America,1,Did Lisa Murkowski attend Georgetown University?,Lisa Murkowski attended Georgetown University.,117
344,739,763,Q22368,Chen Shui-bian,Q696672,Feng Chia University,Taiwan,0,Did Chen Shui-bian attend Feng Chia University?,Chen Shui-bian attended Feng Chia University.,118
345,738,762,Q22368,Chen Shui-bian,Q32746,National Taiwan University,Taiwan,1,Did Chen Shui-bian attend National Taiwan University?,Chen Shui-bian attended National Taiwan University.,118
346,747,771,Q22803,Park Won-soon,Q7640246,Sungshin Women's University,South Korea,0,Did Park Won-soon attend Sungshin Women's University?,Park Won-soon attended Sungshin Women's University.,119
347,748,772,Q22803,Park Won-soon,Q12591707,Daejeon Catholic University,South Korea,0,Did Park Won-soon attend Daejeon Catholic University?,Park Won-soon attended Daejeon Catholic University.,119
348,749,773,Q22803,Park Won-soon,Q375606,"Birkbeck, University of London",United Kingdom,0,"Did Park Won-soon attend Birkbeck, University of London?","Park Won-soon attended Birkbeck, University of London.",119
349,744,768,Q22803,Park Won-soon,Q170027,University of London,United Kingdom,1,Did Park Won-soon attend University of London?,Park Won-soon attended University of London.,119
350,745,769,Q22803,Park Won-soon,Q174570,London School of Economics and Political Science,United Kingdom,1,Did Park Won-soon attend London School of Economics and Political Science?,Park Won-soon attended London School of Economics and Political Science.,119
351,746,770,Q22803,Park Won-soon,Q491127,Dankook University,South Korea,1,Did Park Won-soon attend Dankook University?,Park Won-soon attended Dankook University.,119
352,756,780,Q22850,Eva Lohse,Q1623675,Theologisches Seminar Elstal,Germany,0,Did Eva Lohse attend Theologisches Seminar Elstal?,Eva Lohse attended Theologisches Seminar Elstal.,120
353,757,782,Q22850,Eva Lohse,Q2418970,Reutlingen School of Theology,Germany,0,Did Eva Lohse attend Reutlingen School of Theology?,Eva Lohse attended Reutlingen School of Theology.,120
354,758,783,Q22850,Eva Lohse,Q122956298,Internationale Studien- und Berufsakademie,Germany,0,Did Eva Lohse attend Internationale Studien- und Berufsakademie?,Eva Lohse attended Internationale Studien- und Berufsakademie.,120
355,759,784,Q22850,Eva Lohse,Q1380205,Protestant University of Applied Sciences Berlin,Germany,0,Did Eva Lohse attend Protestant University of Applied Sciences Berlin?,Eva Lohse attended Protestant University of Applied Sciences Berlin.,120
356,752,776,Q22850,Eva Lohse,Q22963,German University of Administrative Sciences Speyer,Germany,1,Did Eva Lohse attend German University of Administrative Sciences Speyer?,Eva Lohse attended German University of Administrative Sciences Speyer.,120
357,753,777,Q22850,Eva Lohse,Q503473,University of Geneva,Switzerland,1,Did Eva Lohse attend University of Geneva?,Eva Lohse attended University of Geneva.,120
358,754,778,Q22850,Eva Lohse,Q153987,University of Freiburg,Germany,1,Did Eva Lohse attend University of Freiburg?,Eva Lohse attended University of Freiburg.,120
359,755,779,Q22850,Eva Lohse,Q151510,Heidelberg University,Germany,1,Did Eva Lohse attend Heidelberg University?,Eva Lohse attended Heidelberg University.,120
360,762,787,Q57364,Thomas de Maizière,Q896116,Karlsruhe University of Arts and Design,Germany,0,Did Thomas de Maizière attend Karlsruhe University of Arts and Design?,Thomas de Maizière attended Karlsruhe University of Arts and Design.,121
361,763,788,Q57364,Thomas de Maizière,Q23782301,Staatliche Studienakademie Breitenbrunn,Germany,0,Did Thomas de Maizière attend Staatliche Studienakademie Breitenbrunn?,Thomas de Maizière attended Staatliche Studienakademie Breitenbrunn.,121
362,760,785,Q57364,Thomas de Maizière,Q153987,University of Freiburg,Germany,1,Did Thomas de Maizière attend University of Freiburg?,Thomas de Maizière attended University of Freiburg.,121
363,761,786,Q57364,Thomas de Maizière,Q168426,University of Münster,Germany,1,Did Thomas de Maizière attend University of Münster?,Thomas de Maizière attended University of Münster.,121
364,768,793,Q57366,Emomali Rahmon,Q6402464,Khorog State University,Tajikistan,0,Did Emomali Rahmon attend Khorog State University?,Emomali Rahmon attended Khorog State University.,122
365,767,792,Q57366,Emomali Rahmon,Q1528756,Tajik National University,Tajikistan,1,Did Emomali Rahmon attend Tajik National University?,Emomali Rahmon attended Tajik National University.,122
366,773,799,Q57371,Ilham Aliyev,Q4426595,Modern University for the Humanities,Russia,0,Did Ilham Aliyev attend Modern University for the Humanities?,Ilham Aliyev attended Modern University for the Humanities.,123
367,772,798,Q57371,Ilham Aliyev,Q322964,Moscow State Institute of International Relations,Russia,1,Did Ilham Aliyev attend Moscow State Institute of International Relations?,Ilham Aliyev attended Moscow State Institute of International Relations.,123
368,779,805,Q57379,Dalia Grybauskaitė,Q14432001,Augusta State University,United States of America,0,Did Dalia Grybauskaitė attend Augusta State University?,Dalia Grybauskaitė attended Augusta State University.,124
369,778,804,Q57379,Dalia Grybauskaitė,Q333886,Georgetown University,United States of America,1,Did Dalia Grybauskaitė attend Georgetown University?,Dalia Grybauskaitė attended Georgetown University.,124
370,785,811,Q57380,Goodluck Jonathan,Q18354916,"Federal University, Birnin Kebbi",Nigeria,0,"Did Goodluck Jonathan attend Federal University, Birnin Kebbi?","Goodluck Jonathan attended Federal University, Birnin Kebbi.",125
371,784,810,Q57380,Goodluck Jonathan,Q5103051,University of Port Harcourt,Nigeria,1,Did Goodluck Jonathan attend University of Port Harcourt?,Goodluck Jonathan attended University of Port Harcourt.,125
372,792,818,Q57416,Joseph Kabila,Q116486082,King Ceasor University,Uganda,0,Did Joseph Kabila attend King Ceasor University?,Joseph Kabila attended King Ceasor University.,126
373,793,819,Q57416,Joseph Kabila,Q1998811,North-West University,South Africa,0,Did Joseph Kabila attend North-West University?,Joseph Kabila attended North-West University.,126
374,790,816,Q57416,Joseph Kabila,Q261506,Makerere University,Uganda,1,Did Joseph Kabila attend Makerere University?,Joseph Kabila attended Makerere University.,126
375,791,817,Q57416,Joseph Kabila,Q1972050,University of Johannesburg,South Africa,1,Did Joseph Kabila attend University of Johannesburg?,Joseph Kabila attended University of Johannesburg.,126
376,798,824,Q57421,Tsakhiagiin Elbegdorj,Q812573,Baylor University,United States of America,0,Did Tsakhiagiin Elbegdorj attend Baylor University?,Tsakhiagiin Elbegdorj attended Baylor University.,127
377,797,823,Q57421,Tsakhiagiin Elbegdorj,Q736674,University of Colorado Boulder,United States of America,1,Did Tsakhiagiin Elbegdorj attend University of Colorado Boulder?,Tsakhiagiin Elbegdorj attended University of Colorado Boulder.,127
378,804,830,Q57422,Donald Ramotar,Q17111408,Texila American University,Guyana,0,Did Donald Ramotar attend Texila American University?,Donald Ramotar attended Texila American University.,128
379,803,829,Q57422,Donald Ramotar,Q1502975,University of Guyana,Guyana,1,Did Donald Ramotar attend University of Guyana?,Donald Ramotar attended University of Guyana.,128
380,809,835,Q57429,Danilo Medina,Q7894302,O&M University,Dominican Republic,0,Did Danilo Medina attend O&M University?,Danilo Medina attended O&M University.,129
381,810,836,Q57429,Danilo Medina,Q29054545,Open University for Adults,Dominican Republic,0,Did Danilo Medina attend Open University for Adults?,Danilo Medina attended Open University for Adults.,129
382,807,833,Q57429,Danilo Medina,Q6041601,Instituto Tecnológico de Santo Domingo (INTEC),Dominican Republic,1,Did Danilo Medina attend Instituto Tecnológico de Santo Domingo (INTEC)?,Danilo Medina attended Instituto Tecnológico de Santo Domingo (INTEC).,129
383,808,834,Q57429,Danilo Medina,Q748358,Autonomous University of Santo Domingo,Dominican Republic,1,Did Danilo Medina attend Autonomous University of Santo Domingo?,Danilo Medina attended Autonomous University of Santo Domingo.,129
384,815,841,Q57438,Macky Sall,Q3551411,Université Gaston Berger,Senegal,0,Did Macky Sall attend Université Gaston Berger?,Macky Sall attended Université Gaston Berger.,130
385,814,840,Q57438,Macky Sall,Q671363,Université Cheikh Anta Diop,Senegal,1,Did Macky Sall attend Université Cheikh Anta Diop?,Macky Sall attended Université Cheikh Anta Diop.,130
386,822,848,Q57447,Udo Voigt,Q1773894,Weißensee Academy of Art Berlin,Germany,0,Did Udo Voigt attend Weißensee Academy of Art Berlin?,Udo Voigt attended Weißensee Academy of Art Berlin.,131
387,823,849,Q57447,Udo Voigt,Q533069,Ducal Georgianum,Germany,0,Did Udo Voigt attend Ducal Georgianum?,Udo Voigt attended Ducal Georgianum.,131
388,820,846,Q57447,Udo Voigt,Q55044,Ludwig Maximilian University of Munich,Germany,1,Did Udo Voigt attend Ludwig Maximilian University of Munich?,Udo Voigt attended Ludwig Maximilian University of Munich.,131
389,821,847,Q57447,Udo Voigt,Q1388301,FH Aachen,Germany,1,Did Udo Voigt attend FH Aachen?,Udo Voigt attended FH Aachen.,131
390,828,854,Q57449,Ian Khama,Q4948645,Botho College,Botswana,0,Did Ian Khama attend Botho College?,Ian Khama attended Botho College.,132
391,827,853,Q57449,Ian Khama,Q493141,University of Botswana,Botswana,1,Did Ian Khama attend University of Botswana?,Ian Khama attended University of Botswana.,132
392,834,860,Q57456,Anote Tong,Q2413375,The Open University,United Kingdom,0,Did Anote Tong attend The Open University?,Anote Tong attended The Open University.,133
393,835,861,Q57456,Anote Tong,Q2598272,University for the Creative Arts,United Kingdom,0,Did Anote Tong attend University for the Creative Arts?,Anote Tong attended University for the Creative Arts.,133
394,832,858,Q57456,Anote Tong,Q174570,London School of Economics and Political Science,United Kingdom,1,Did Anote Tong attend London School of Economics and Political Science?,Anote Tong attended London School of Economics and Political Science.,133
395,833,859,Q57456,Anote Tong,Q432475,University of Canterbury,New Zealand,1,Did Anote Tong attend University of Canterbury?,Anote Tong attended University of Canterbury.,133
396,840,866,Q57460,Ernest Bai Koroma,Q7230761,Port Loko Teacher's College,Sierra Leone,0,Did Ernest Bai Koroma attend Port Loko Teacher's College?,Ernest Bai Koroma attended Port Loko Teacher's College.,134
397,839,865,Q57460,Ernest Bai Koroma,Q1506926,Fourah Bay College,Sierra Leone,1,Did Ernest Bai Koroma attend Fourah Bay College?,Ernest Bai Koroma attended Fourah Bay College.,134
398,846,872,Q57482,Mahamadou Issoufou,Q2991466,Côte d'Azur Observatory,France,0,Did Mahamadou Issoufou attend Côte d'Azur Observatory?,Mahamadou Issoufou attended Côte d'Azur Observatory.,135
399,845,871,Q57482,Mahamadou Issoufou,Q1144549,Pierre and Marie Curie University,France,1,Did Mahamadou Issoufou attend Pierre and Marie Curie University?,Mahamadou Issoufou attended Pierre and Marie Curie University.,135
400,853,879,Q75408,Lothar Binding,Q1380220,Evangelische Hochschule für Kirchenmusik Tübingen,Germany,0,Did Lothar Binding attend Evangelische Hochschule für Kirchenmusik Tübingen?,Lothar Binding attended Evangelische Hochschule für Kirchenmusik Tübingen.,136
401,854,880,Q75408,Lothar Binding,Q690912,University of Hohenheim,Germany,0,Did Lothar Binding attend University of Hohenheim?,Lothar Binding attended University of Hohenheim.,136
402,851,877,Q75408,Lothar Binding,Q153978,University of Tübingen,Germany,1,Did Lothar Binding attend University of Tübingen?,Lothar Binding attended University of Tübingen.,136
403,852,878,Q75408,Lothar Binding,Q151510,Heidelberg University,Germany,1,Did Lothar Binding attend Heidelberg University?,Lothar Binding attended Heidelberg University.,136
404,859,885,Q75457,Aleksandar Džombić,Q4671522,Academy of Performing Arts in Sarajevo,Bosnia and Herzegovina,0,Did Aleksandar Džombić attend Academy of Performing Arts in Sarajevo?,Aleksandar Džombić attended Academy of Performing Arts in Sarajevo.,137
405,858,884,Q75457,Aleksandar Džombić,Q1587312,University of Banja Luka,Bosnia and Herzegovina,1,Did Aleksandar Džombić attend University of Banja Luka?,Aleksandar Džombić attended University of Banja Luka.,137
406,865,891,Q75582,Shkëlqim Cani,Q2528770,Vitrina University,Albania,0,Did Shkëlqim Cani attend Vitrina University?,Shkëlqim Cani attended Vitrina University.,138
407,864,890,Q75582,Shkëlqim Cani,Q428520,University of Tirana,Albania,1,Did Shkëlqim Cani attend University of Tirana?,Shkëlqim Cani attended University of Tirana.,138
408,871,897,Q75791,Claudia Roth,Q462039,University of Ingolstadt,Germany,0,Did Claudia Roth attend University of Ingolstadt?,Claudia Roth attended University of Ingolstadt.,139
409,870,896,Q75791,Claudia Roth,Q55044,Ludwig Maximilian University of Munich,Germany,1,Did Claudia Roth attend Ludwig Maximilian University of Munich?,Claudia Roth attended Ludwig Maximilian University of Munich.,139
410,877,903,Q75957,Jens Ackermann,Q884503,Westsächsische Hochschule Zwickau - University of Applied Sciences,Germany,0,Did Jens Ackermann attend Westsächsische Hochschule Zwickau - University of Applied Sciences?,Jens Ackermann attended Westsächsische Hochschule Zwickau - University of Applied Sciences.,140
411,876,902,Q75957,Jens Ackermann,Q32120,University of Halle-Wittenberg,Germany,1,Did Jens Ackermann attend University of Halle-Wittenberg?,Jens Ackermann attended University of Halle-Wittenberg.,140
412,883,910,Q76088,Michael Sommer,Q1318081,Hochschule Niederrhein,Germany,0,Did Michael Sommer attend Hochschule Niederrhein?,Michael Sommer attended Hochschule Niederrhein.,141
413,882,908,Q76088,Michael Sommer,Q153006,Free University Berlin,Germany,1,Did Michael Sommer attend Free University Berlin?,Michael Sommer attended Free University Berlin.,141
414,888,915,Q57488,Jakaya Mrisho Kikwete,Q16902333,United African University of Tanzania,Tanzania,0,Did Jakaya Mrisho Kikwete attend United African University of Tanzania?,Jakaya Mrisho Kikwete attended United African University of Tanzania.,142
415,887,914,Q57488,Jakaya Mrisho Kikwete,Q557597,University of Dar es Salaam,Tanzania,1,Did Jakaya Mrisho Kikwete attend University of Dar es Salaam?,Jakaya Mrisho Kikwete attended University of Dar es Salaam.,142
416,894,921,Q57496,Federico Franco,Q97168846,Universidad Nacional de Canindeyú,Paraguay,0,Did Federico Franco attend Universidad Nacional de Canindeyú?,Federico Franco attended Universidad Nacional de Canindeyú.,143
